vm_id,cluster_id,host_id
vm_02328,cluster_00004,host_00069
vm_02329,cluster_00017,host_00277
vm_02330,cluster_00016,host_00258
vm_02331,cluster_00013,host_00218
vm_02332,cluster_00017,host_00278
vm_02333,cluster_00010,host_00164
vm_02334,cluster_00000,host_00000
vm_02335,cluster_00019,host_00305
vm_02336,cluster_00018,host_00297
vm_02337,cluster_00008,host_00138
vm_02338,cluster_00004,host_00078
vm_02339,cluster_00007,host_00123
vm_02340,cluster_00001,host_00025
vm_02341,cluster_00014,host_00226
vm_02342,cluster_00011,host_00184
vm_02343,cluster_00005,host_00094
vm_02344,cluster_00006,host_00102
vm_02345,cluster_00015,host_00255
vm_02346,cluster_00018,host_00303
vm_02347,cluster_00008,host_00128
vm_02348,cluster_00002,host_00033
vm_02349,cluster_00009,host_00157
vm_02350,cluster_00011,host_00178
vm_02351,cluster_00018,host_00295
vm_02352,cluster_00012,host_00201
vm_02353,cluster_00018,host_00301
vm_02354,cluster_00000,host_00005
vm_02355,cluster_00005,host_00095
vm_02356,cluster_00006,host_00102
vm_02357,cluster_00005,host_00089
vm_02358,cluster_00002,host_00038
vm_02359,cluster_00003,host_00051
vm_02360,cluster_00006,host_00105
vm_02361,cluster_00001,host_00025
vm_02362,cluster_00008,host_00128
vm_02363,cluster_00016,host_00270
vm_02364,cluster_00019,host_00319
vm_02365,cluster_00015,host_00255
vm_02366,cluster_00019,host_00314
vm_02367,cluster_00000,host_00009
vm_02368,cluster_00014,host_00237
vm_02369,cluster_00007,host_00126
vm_02370,cluster_00019,host_00305
vm_02371,cluster_00017,host_00277
vm_02372,cluster_00001,host_00029
vm_02373,cluster_00011,host_00188
vm_02374,cluster_00000,host_00001
vm_02375,cluster_00013,host_00218
vm_02376,cluster_00001,host_00028
vm_02377,cluster_00003,host_00054
vm_02378,cluster_00011,host_00189
vm_02379,cluster_00015,host_00255
vm_02380,cluster_00018,host_00298
vm_02381,cluster_00015,host_00249
vm_02382,cluster_00002,host_00033
vm_02383,cluster_00019,host_00312
vm_02384,cluster_00019,host_00306
vm_02385,cluster_00009,host_00152
vm_02386,cluster_00011,host_00187
vm_02387,cluster_00008,host_00140
vm_02388,cluster_00000,host_00001
vm_02389,cluster_00018,host_00291
vm_02390,cluster_00001,host_00023
vm_02391,cluster_00011,host_00177
vm_02392,cluster_00012,host_00196
vm_02393,cluster_00012,host_00194
vm_02394,cluster_00011,host_00188
vm_02395,cluster_00018,host_00289
vm_02396,cluster_00014,host_00233
vm_02397,cluster_00017,host_00280
vm_02398,cluster_00005,host_00090
vm_02399,cluster_00000,host_00009
vm_02400,cluster_00012,host_00192
vm_02401,cluster_00000,host_00004
vm_02402,cluster_00014,host_00236
vm_02403,cluster_00005,host_00087
vm_02404,cluster_00014,host_00226
vm_02405,cluster_00018,host_00292
vm_02406,cluster_00011,host_00190
vm_02407,cluster_00009,host_00155
vm_02408,cluster_00017,host_00277
vm_02409,cluster_00011,host_00190
vm_02410,cluster_00000,host_00013
vm_02411,cluster_00003,host_00057
vm_02412,cluster_00014,host_00233
vm_02413,cluster_00010,host_00164
vm_02414,cluster_00014,host_00238
vm_02415,cluster_00007,host_00125
vm_02416,cluster_00019,host_00317
vm_02417,cluster_00003,host_00058
vm_02418,cluster_00007,host_00119
vm_02419,cluster_00012,host_00192
vm_02420,cluster_00016,host_00261
vm_02421,cluster_00002,host_00033
vm_02422,cluster_00015,host_00249
vm_02423,cluster_00010,host_00171
vm_02424,cluster_00004,host_00064
vm_02425,cluster_00003,host_00052
vm_02426,cluster_00004,host_00070
vm_02427,cluster_00004,host_00075
vm_02428,cluster_00013,host_00219
vm_02429,cluster_00005,host_00087
vm_02430,cluster_00010,host_00170
vm_02431,cluster_00000,host_00001
vm_02432,cluster_00006,host_00096
vm_02433,cluster_00016,host_00269
vm_02434,cluster_00015,host_00240
vm_02435,cluster_00000,host_00009
vm_02436,cluster_00009,host_00153
vm_02437,cluster_00002,host_00046
vm_02438,cluster_00005,host_00091
vm_02439,cluster_00013,host_00214
vm_02440,cluster_00018,host_00292
vm_02441,cluster_00005,host_00084
vm_02442,cluster_00019,host_00316
vm_02443,cluster_00002,host_00043
vm_02444,cluster_00003,host_00062
vm_02445,cluster_00014,host_00234
vm_02446,cluster_00005,host_00092
vm_02447,cluster_00003,host_00062
vm_02448,cluster_00017,host_00284
vm_02449,cluster_00009,host_00149
vm_02450,cluster_00011,host_00183
vm_02451,cluster_00015,host_00242
vm_02452,cluster_00002,host_00039
vm_02453,cluster_00009,host_00148
vm_02454,cluster_00003,host_00056
vm_02455,cluster_00009,host_00148
vm_02456,cluster_00011,host_00188
vm_02457,cluster_00008,host_00131
vm_02458,cluster_00006,host_00107
vm_02459,cluster_00008,host_00136
vm_02460,cluster_00010,host_00166
vm_02461,cluster_00015,host_00242
vm_02462,cluster_00007,host_00121
vm_02463,cluster_00003,host_00057
vm_02464,cluster_00000,host_00005
vm_02465,cluster_00001,host_00028
vm_02466,cluster_00002,host_00036
vm_02467,cluster_00009,host_00153
vm_02468,cluster_00008,host_00130
vm_02469,cluster_00006,host_00104
vm_02470,cluster_00015,host_00254
vm_02471,cluster_00010,host_00160
vm_02472,cluster_00009,host_00154
vm_02473,cluster_00013,host_00216
vm_02474,cluster_00002,host_00034
vm_02475,cluster_00003,host_00058
vm_02476,cluster_00005,host_00089
vm_02477,cluster_00012,host_00203
vm_02478,cluster_00016,host_00270
vm_02479,cluster_00005,host_00085
vm_02480,cluster_00002,host_00037
vm_02481,cluster_00001,host_00031
vm_02482,cluster_00016,host_00260
vm_02483,cluster_00007,host_00121
vm_02484,cluster_00018,host_00299
vm_02485,cluster_00018,host_00291
vm_02486,cluster_00004,host_00077
vm_02487,cluster_00016,host_00264
vm_02488,cluster_00006,host_00099
vm_02489,cluster_00015,host_00244
vm_02490,cluster_00005,host_00082
vm_02491,cluster_00010,host_00166
vm_02492,cluster_00016,host_00260
vm_02493,cluster_00019,host_00318
vm_02494,cluster_00010,host_00174
vm_02495,cluster_00012,host_00203
vm_02496,cluster_00012,host_00198
vm_02497,cluster_00015,host_00246
vm_02498,cluster_00000,host_00003
vm_02499,cluster_00004,host_00079
vm_02500,cluster_00009,host_00147
vm_02501,cluster_00010,host_00168
vm_02502,cluster_00001,host_00021
vm_02503,cluster_00015,host_00244
vm_02504,cluster_00012,host_00205
vm_02505,cluster_00000,host_00011
vm_02506,cluster_00004,host_00075
vm_02507,cluster_00016,host_00270
vm_02508,cluster_00004,host_00067
vm_02509,cluster_00003,host_00050
vm_02510,cluster_00009,host_00151
vm_02511,cluster_00010,host_00171
vm_02512,cluster_00009,host_00159
vm_02513,cluster_00013,host_00217
vm_02514,cluster_00011,host_00187
vm_02515,cluster_00012,host_00199
vm_02516,cluster_00014,host_00234
vm_02517,cluster_00017,host_00284
vm_02518,cluster_00006,host_00111
vm_02519,cluster_00006,host_00101
vm_02520,cluster_00018,host_00290
vm_02521,cluster_00005,host_00081
vm_02522,cluster_00016,host_00263
vm_02523,cluster_00019,host_00306
vm_02524,cluster_00017,host_00277
vm_02525,cluster_00015,host_00254
vm_02526,cluster_00011,host_00191
vm_02527,cluster_00017,host_00283
vm_02528,cluster_00014,host_00238
vm_02529,cluster_00008,host_00134
vm_02530,cluster_00015,host_00254
vm_02531,cluster_00009,host_00153
vm_02532,cluster_00005,host_00085
vm_02533,cluster_00015,host_00248
vm_02534,cluster_00016,host_00258
vm_02535,cluster_00019,host_00317
vm_02536,cluster_00000,host_00002
vm_02537,cluster_00007,host_00126
vm_02538,cluster_00017,host_00284
vm_02539,cluster_00010,host_00168
vm_02540,cluster_00017,host_00283
vm_02541,cluster_00001,host_00018
vm_02542,cluster_00010,host_00170
vm_02543,cluster_00000,host_00015
vm_02544,cluster_00000,host_00001
vm_02545,cluster_00019,host_00314
vm_02546,cluster_00013,host_00209
vm_02547,cluster_00014,host_00229
vm_02548,cluster_00002,host_00039
vm_02549,cluster_00019,host_00312
vm_02550,cluster_00013,host_00219
vm_02551,cluster_00016,host_00265
vm_02552,cluster_00003,host_00063
vm_02553,cluster_00005,host_00092
vm_02554,cluster_00018,host_00296
vm_02555,cluster_00013,host_00217
vm_02556,cluster_00000,host_00005
vm_02557,cluster_00018,host_00288
vm_02558,cluster_00004,host_00070
vm_02559,cluster_00002,host_00035
vm_02560,cluster_00005,host_00088
vm_02561,cluster_00017,host_00279
vm_02562,cluster_00000,host_00000
vm_02563,cluster_00005,host_00087
vm_02564,cluster_00006,host_00097
vm_02565,cluster_00018,host_00297
vm_02566,cluster_00011,host_00191
vm_02567,cluster_00002,host_00032
vm_02568,cluster_00013,host_00210
vm_02569,cluster_00010,host_00174
vm_02570,cluster_00012,host_00205
vm_02571,cluster_00004,host_00074
vm_02572,cluster_00015,host_00241
vm_02573,cluster_00001,host_00021
vm_02574,cluster_00017,host_00286
vm_02575,cluster_00014,host_00232
vm_02576,cluster_00018,host_00300
vm_02577,cluster_00015,host_00240
vm_02578,cluster_00013,host_00222
vm_02579,cluster_00009,host_00153
vm_02580,cluster_00001,host_00021
vm_02581,cluster_00011,host_00185
vm_02582,cluster_00000,host_00008
vm_02583,cluster_00001,host_00022
vm_02584,cluster_00005,host_00080
vm_02585,cluster_00004,host_00067
vm_02586,cluster_00008,host_00131
vm_02587,cluster_00011,host_00176
vm_02588,cluster_00019,host_00318
vm_02589,cluster_00012,host_00196
vm_02590,cluster_00012,host_00203
vm_02591,cluster_00018,host_00298
vm_02592,cluster_00018,host_00301
vm_02593,cluster_00018,host_00292
vm_02594,cluster_00009,host_00151
vm_02595,cluster_00001,host_00021
vm_02596,cluster_00011,host_00185
vm_02597,cluster_00012,host_00198
vm_02598,cluster_00019,host_00307
vm_02599,cluster_00005,host_00083
vm_02600,cluster_00011,host_00190
vm_02601,cluster_00008,host_00134
vm_02602,cluster_00011,host_00182
vm_02603,cluster_00007,host_00112
vm_02604,cluster_00006,host_00102
vm_02605,cluster_00006,host_00102
vm_02606,cluster_00015,host_00246
vm_02607,cluster_00019,host_00311
vm_02608,cluster_00011,host_00187
vm_02609,cluster_00004,host_00078
vm_02610,cluster_00018,host_00296
vm_02611,cluster_00016,host_00262
vm_02612,cluster_00013,host_00216
vm_02613,cluster_00002,host_00046
vm_02614,cluster_00004,host_00066
vm_02615,cluster_00002,host_00033
vm_02616,cluster_00016,host_00270
vm_02617,cluster_00001,host_00016
vm_02618,cluster_00007,host_00118
vm_02619,cluster_00004,host_00073
vm_02620,cluster_00012,host_00206
vm_02621,cluster_00002,host_00041
vm_02622,cluster_00007,host_00121
vm_02623,cluster_00017,host_00287
vm_02624,cluster_00002,host_00036
vm_02625,cluster_00007,host_00124
vm_02626,cluster_00013,host_00219
vm_02627,cluster_00013,host_00213
vm_02628,cluster_00011,host_00185
vm_02629,cluster_00002,host_00046
vm_02630,cluster_00009,host_00157
vm_02631,cluster_00016,host_00265
vm_02632,cluster_00018,host_00301
vm_02633,cluster_00013,host_00208
vm_02634,cluster_00007,host_00120
vm_02635,cluster_00008,host_00136
vm_02636,cluster_00002,host_00041
vm_02637,cluster_00017,host_00273
vm_02638,cluster_00015,host_00249
vm_02639,cluster_00005,host_00083
vm_02640,cluster_00002,host_00043
vm_02641,cluster_00012,host_00199
vm_02642,cluster_00005,host_00091
vm_02643,cluster_00017,host_00282
vm_02644,cluster_00016,host_00258
vm_02645,cluster_00008,host_00133
vm_02646,cluster_00014,host_00225
vm_02647,cluster_00007,host_00124
vm_02648,cluster_00005,host_00083
vm_02649,cluster_00004,host_00066
vm_02650,cluster_00009,host_00154
vm_02651,cluster_00012,host_00204
vm_02652,cluster_00000,host_00009
vm_02653,cluster_00004,host_00067
vm_02654,cluster_00006,host_00097
vm_02655,cluster_00008,host_00142
vm_02656,cluster_00014,host_00231
vm_02657,cluster_00017,host_00286
vm_02658,cluster_00004,host_00065
vm_02659,cluster_00001,host_00017
vm_02660,cluster_00012,host_00198
vm_02661,cluster_00011,host_00180
vm_02662,cluster_00012,host_00203
vm_02663,cluster_00002,host_00045
vm_02664,cluster_00008,host_00133
vm_02665,cluster_00005,host_00083
vm_02666,cluster_00000,host_00008
vm_02667,cluster_00002,host_00036
vm_02668,cluster_00001,host_00026
vm_02669,cluster_00003,host_00060
vm_02670,cluster_00006,host_00096
vm_02671,cluster_00011,host_00180
vm_02672,cluster_00005,host_00087
vm_02673,cluster_00008,host_00138
vm_02674,cluster_00001,host_00028
vm_02675,cluster_00012,host_00207
vm_02676,cluster_00008,host_00139
vm_02677,cluster_00001,host_00018
vm_02678,cluster_00009,host_00155
vm_02679,cluster_00013,host_00209
vm_02680,cluster_00019,host_00318
vm_02681,cluster_00011,host_00183
vm_02682,cluster_00019,host_00304
vm_02683,cluster_00016,host_00258
vm_02684,cluster_00013,host_00210
vm_02685,cluster_00007,host_00115
vm_02686,cluster_00014,host_00233
vm_02687,cluster_00011,host_00180
vm_02688,cluster_00007,host_00125
vm_02689,cluster_00000,host_00003
vm_02690,cluster_00005,host_00083
vm_02691,cluster_00012,host_00202
vm_02692,cluster_00007,host_00112
vm_02693,cluster_00007,host_00115
vm_02694,cluster_00010,host_00166
vm_02695,cluster_00004,host_00065
vm_02696,cluster_00009,host_00152
vm_02697,cluster_00008,host_00134
vm_02698,cluster_00008,host_00128
vm_02699,cluster_00009,host_00157
vm_02700,cluster_00003,host_00062
vm_02701,cluster_00000,host_00003
vm_02702,cluster_00006,host_00103
vm_02703,cluster_00002,host_00039
vm_02704,cluster_00006,host_00111
vm_02705,cluster_00013,host_00211
vm_02706,cluster_00001,host_00029
vm_02707,cluster_00000,host_00008
vm_02708,cluster_00016,host_00261
vm_02709,cluster_00012,host_00204
vm_02710,cluster_00002,host_00044
vm_02711,cluster_00015,host_00253
vm_02712,cluster_00002,host_00034
vm_02713,cluster_00012,host_00193
vm_02714,cluster_00019,host_00317
vm_02715,cluster_00015,host_00247
vm_02716,cluster_00006,host_00100
vm_02717,cluster_00015,host_00240
vm_02718,cluster_00012,host_00200
vm_02719,cluster_00000,host_00000
vm_02720,cluster_00018,host_00289
vm_02721,cluster_00014,host_00224
vm_02722,cluster_00019,host_00314
vm_02723,cluster_00008,host_00131
vm_02724,cluster_00009,host_00159
vm_02725,cluster_00017,host_00276
vm_02726,cluster_00019,host_00308
vm_02727,cluster_00000,host_00001
vm_02728,cluster_00019,host_00311
vm_02729,cluster_00013,host_00210
vm_02730,cluster_00017,host_00279
vm_02731,cluster_00014,host_00236
vm_02732,cluster_00016,host_00260
vm_02733,cluster_00006,host_00097
vm_02734,cluster_00010,host_00165
vm_02735,cluster_00005,host_00087
vm_02736,cluster_00004,host_00078
vm_02737,cluster_00018,host_00290
vm_02738,cluster_00005,host_00081
vm_02739,cluster_00011,host_00191
vm_02740,cluster_00016,host_00261
vm_02741,cluster_00005,host_00089
vm_02742,cluster_00017,host_00275
vm_02743,cluster_00003,host_00063
vm_02744,cluster_00011,host_00187
vm_02745,cluster_00013,host_00222
vm_02746,cluster_00015,host_00251
vm_02747,cluster_00018,host_00291
vm_02748,cluster_00011,host_00184
vm_02749,cluster_00003,host_00059
vm_02750,cluster_00001,host_00022
vm_02751,cluster_00015,host_00253
vm_02752,cluster_00015,host_00254
vm_02753,cluster_00005,host_00083
vm_02754,cluster_00006,host_00110
vm_02755,cluster_00014,host_00236
vm_02756,cluster_00010,host_00164
vm_02757,cluster_00017,host_00275
vm_02758,cluster_00003,host_00052
vm_02759,cluster_00014,host_00235
vm_02760,cluster_00006,host_00100
vm_02761,cluster_00015,host_00245
vm_02762,cluster_00014,host_00226
vm_02763,cluster_00000,host_00002
vm_02764,cluster_00011,host_00178
vm_02765,cluster_00005,host_00081
vm_02766,cluster_00000,host_00000
vm_02767,cluster_00001,host_00029
vm_02768,cluster_00008,host_00140
vm_02769,cluster_00001,host_00028
vm_02770,cluster_00003,host_00057
vm_02771,cluster_00005,host_00095
vm_02772,cluster_00018,host_00292
vm_02773,cluster_00006,host_00110
vm_02774,cluster_00005,host_00091
vm_02775,cluster_00018,host_00299
vm_02776,cluster_00010,host_00170
vm_02777,cluster_00008,host_00140
vm_02778,cluster_00010,host_00168
vm_02779,cluster_00014,host_00224
vm_02780,cluster_00013,host_00211
vm_02781,cluster_00003,host_00059
vm_02782,cluster_00019,host_00307
vm_02783,cluster_00013,host_00208
vm_02784,cluster_00004,host_00069
vm_02785,cluster_00019,host_00306
vm_02786,cluster_00019,host_00317
vm_02787,cluster_00017,host_00277
vm_02788,cluster_00007,host_00113
vm_02789,cluster_00004,host_00075
vm_02790,cluster_00001,host_00031
vm_02791,cluster_00013,host_00213
vm_02792,cluster_00003,host_00054
vm_02793,cluster_00004,host_00064
vm_02794,cluster_00005,host_00083
vm_02795,cluster_00007,host_00120
vm_02796,cluster_00017,host_00278
vm_02797,cluster_00008,host_00132
vm_02798,cluster_00009,host_00147
vm_02799,cluster_00000,host_00009
vm_02800,cluster_00004,host_00073
vm_02801,cluster_00007,host_00120
vm_02802,cluster_00016,host_00263
vm_02803,cluster_00015,host_00255
vm_02804,cluster_00000,host_00002
vm_02805,cluster_00015,host_00251
vm_02806,cluster_00002,host_00044
vm_02807,cluster_00015,host_00247
vm_02808,cluster_00017,host_00272
vm_02809,cluster_00014,host_00239
vm_02810,cluster_00004,host_00077
vm_02811,cluster_00010,host_00173
vm_02812,cluster_00015,host_00246
vm_02813,cluster_00018,host_00299
vm_02814,cluster_00018,host_00302
vm_02815,cluster_00001,host_00020
vm_02816,cluster_00004,host_00071
vm_02817,cluster_00018,host_00299
vm_02818,cluster_00013,host_00214
vm_02819,cluster_00012,host_00205
vm_02820,cluster_00013,host_00221
vm_02821,cluster_00008,host_00132
vm_02822,cluster_00010,host_00171
vm_02823,cluster_00000,host_00015
vm_02824,cluster_00013,host_00221
vm_02825,cluster_00012,host_00192
vm_02826,cluster_00005,host_00083
vm_02827,cluster_00007,host_00113
vm_02828,cluster_00015,host_00245
vm_02829,cluster_00008,host_00128
vm_02830,cluster_00004,host_00075
vm_02831,cluster_00019,host_00317
vm_02832,cluster_00019,host_00314
vm_02833,cluster_00000,host_00002
vm_02834,cluster_00017,host_00277
vm_02835,cluster_00014,host_00237
vm_02836,cluster_00007,host_00126
vm_02837,cluster_00006,host_00102
vm_02838,cluster_00008,host_00131
vm_02839,cluster_00018,host_00294
vm_02840,cluster_00003,host_00053
vm_02841,cluster_00013,host_00222
vm_02842,cluster_00005,host_00093
vm_02843,cluster_00011,host_00177
vm_02844,cluster_00002,host_00035
vm_02845,cluster_00017,host_00278
vm_02846,cluster_00005,host_00083
vm_02847,cluster_00016,host_00269
vm_02848,cluster_00008,host_00141
vm_02849,cluster_00015,host_00254
vm_02850,cluster_00014,host_00225
vm_02851,cluster_00011,host_00181
vm_02852,cluster_00015,host_00251
vm_02853,cluster_00007,host_00126
vm_02854,cluster_00000,host_00004
vm_02855,cluster_00018,host_00290
vm_02856,cluster_00006,host_00100
vm_02857,cluster_00002,host_00039
vm_02858,cluster_00012,host_00201
vm_02859,cluster_00001,host_00025
vm_02860,cluster_00005,host_00091
vm_02861,cluster_00017,host_00277
vm_02862,cluster_00017,host_00280
vm_02863,cluster_00014,host_00229
vm_02864,cluster_00001,host_00018
vm_02865,cluster_00019,host_00311
vm_02866,cluster_00000,host_00000
vm_02867,cluster_00006,host_00102
vm_02868,cluster_00009,host_00148
vm_02869,cluster_00009,host_00157
vm_02870,cluster_00018,host_00300
vm_02871,cluster_00008,host_00138
vm_02872,cluster_00015,host_00251
vm_02873,cluster_00015,host_00252
vm_02874,cluster_00001,host_00028
vm_02875,cluster_00017,host_00287
vm_02876,cluster_00012,host_00203
vm_02877,cluster_00017,host_00285
vm_02878,cluster_00004,host_00078
vm_02879,cluster_00012,host_00195
vm_02880,cluster_00004,host_00068
vm_02881,cluster_00012,host_00201
vm_02882,cluster_00002,host_00033
vm_02883,cluster_00018,host_00295
vm_02884,cluster_00019,host_00319
vm_02885,cluster_00018,host_00302
vm_02886,cluster_00018,host_00293
vm_02887,cluster_00002,host_00041
vm_02888,cluster_00013,host_00209
vm_02889,cluster_00002,host_00041
vm_02890,cluster_00002,host_00040
vm_02891,cluster_00000,host_00009
vm_02892,cluster_00009,host_00155
vm_02893,cluster_00018,host_00294
vm_02894,cluster_00007,host_00119
vm_02895,cluster_00008,host_00128
vm_02896,cluster_00017,host_00284
vm_02897,cluster_00003,host_00055
vm_02898,cluster_00001,host_00030
vm_02899,cluster_00015,host_00252
vm_02900,cluster_00006,host_00100
vm_02901,cluster_00005,host_00084
vm_02902,cluster_00016,host_00257
vm_02903,cluster_00012,host_00193
vm_02904,cluster_00002,host_00032
vm_02905,cluster_00015,host_00240
vm_02906,cluster_00001,host_00031
vm_02907,cluster_00016,host_00266
vm_02908,cluster_00006,host_00102
vm_02909,cluster_00015,host_00247
vm_02910,cluster_00001,host_00025
vm_02911,cluster_00006,host_00105
vm_02912,cluster_00000,host_00010
vm_02913,cluster_00015,host_00240
vm_02914,cluster_00016,host_00258
vm_02915,cluster_00005,host_00085
vm_02916,cluster_00015,host_00240
vm_02917,cluster_00006,host_00099
vm_02918,cluster_00015,host_00242
vm_02919,cluster_00006,host_00111
vm_02920,cluster_00007,host_00117
vm_02921,cluster_00002,host_00043
vm_02922,cluster_00007,host_00112
vm_02923,cluster_00016,host_00260
vm_02924,cluster_00009,host_00158
vm_02925,cluster_00014,host_00225
vm_02926,cluster_00005,host_00094
vm_02927,cluster_00012,host_00194
vm_02928,cluster_00014,host_00236
vm_02929,cluster_00005,host_00083
vm_02930,cluster_00001,host_00024
vm_02931,cluster_00000,host_00007
vm_02932,cluster_00014,host_00229
vm_02933,cluster_00001,host_00020
vm_02934,cluster_00001,host_00026
vm_02935,cluster_00018,host_00291
vm_02936,cluster_00013,host_00214
vm_02937,cluster_00017,host_00272
vm_02938,cluster_00010,host_00164
vm_02939,cluster_00005,host_00087
vm_02940,cluster_00002,host_00042
vm_02941,cluster_00018,host_00295
vm_02942,cluster_00010,host_00175
vm_02943,cluster_00009,host_00146
vm_02944,cluster_00003,host_00048
vm_02945,cluster_00004,host_00068
vm_02946,cluster_00007,host_00127
vm_02947,cluster_00006,host_00105
vm_02948,cluster_00002,host_00044
vm_02949,cluster_00016,host_00261
vm_02950,cluster_00007,host_00117
vm_02951,cluster_00015,host_00241
vm_02952,cluster_00013,host_00221
vm_02953,cluster_00008,host_00136
vm_02954,cluster_00017,host_00287
vm_02955,cluster_00001,host_00029
vm_02956,cluster_00018,host_00291
vm_02957,cluster_00011,host_00177
vm_02958,cluster_00014,host_00225
vm_02959,cluster_00014,host_00225
vm_02960,cluster_00010,host_00166
vm_02961,cluster_00015,host_00255
vm_02962,cluster_00018,host_00296
vm_02963,cluster_00009,host_00156
vm_02964,cluster_00017,host_00278
vm_02965,cluster_00014,host_00235
vm_02966,cluster_00019,host_00306
vm_02967,cluster_00016,host_00260
vm_02968,cluster_00014,host_00227
vm_02969,cluster_00001,host_00031
vm_02970,cluster_00013,host_00218
vm_02971,cluster_00002,host_00047
vm_02972,cluster_00011,host_00181
vm_02973,cluster_00011,host_00187
vm_02974,cluster_00007,host_00112
vm_02975,cluster_00007,host_00115
vm_02976,cluster_00009,host_00148
vm_02977,cluster_00015,host_00242
vm_02978,cluster_00014,host_00238
vm_02979,cluster_00010,host_00169
vm_02980,cluster_00014,host_00224
vm_02981,cluster_00010,host_00165
vm_02982,cluster_00007,host_00113
vm_02983,cluster_00008,host_00132
vm_02984,cluster_00002,host_00037
vm_02985,cluster_00004,host_00078
vm_02986,cluster_00015,host_00242
vm_02987,cluster_00017,host_00278
vm_02988,cluster_00001,host_00021
vm_02989,cluster_00006,host_00110
vm_02990,cluster_00003,host_00060
vm_02991,cluster_00012,host_00206
vm_02992,cluster_00017,host_00281
vm_02993,cluster_00010,host_00162
vm_02994,cluster_00015,host_00249
vm_02995,cluster_00008,host_00143
vm_02996,cluster_00018,host_00296
vm_02997,cluster_00001,host_00016
vm_02998,cluster_00019,host_00319
vm_02999,cluster_00018,host_00291
vm_03000,cluster_00006,host_00099
vm_03001,cluster_00003,host_00063
vm_03002,cluster_00001,host_00029
vm_03003,cluster_00006,host_00102
vm_03004,cluster_00005,host_00090
vm_03005,cluster_00002,host_00040
vm_03006,cluster_00003,host_00062
vm_03007,cluster_00014,host_00229
vm_03008,cluster_00007,host_00118
vm_03009,cluster_00003,host_00062
vm_03010,cluster_00006,host_00102
vm_03011,cluster_00002,host_00035
vm_03012,cluster_00016,host_00267
vm_03013,cluster_00013,host_00222
vm_03014,cluster_00009,host_00146
vm_03015,cluster_00017,host_00272
vm_03016,cluster_00019,host_00315
vm_03017,cluster_00015,host_00242
vm_03018,cluster_00012,host_00200
vm_03019,cluster_00015,host_00244
vm_03020,cluster_00004,host_00079
vm_03021,cluster_00000,host_00014
vm_03022,cluster_00004,host_00066
vm_03023,cluster_00018,host_00294
vm_03024,cluster_00009,host_00157
vm_03025,cluster_00017,host_00272
vm_03026,cluster_00015,host_00245
vm_03027,cluster_00017,host_00273
vm_03028,cluster_00003,host_00053
vm_03029,cluster_00014,host_00236
vm_03030,cluster_00015,host_00248
vm_03031,cluster_00008,host_00129
vm_03032,cluster_00007,host_00122
vm_03033,cluster_00008,host_00133
vm_03034,cluster_00015,host_00243
vm_03035,cluster_00002,host_00047
vm_03036,cluster_00001,host_00020
vm_03037,cluster_00008,host_00138
vm_03038,cluster_00015,host_00243
vm_03039,cluster_00014,host_00233
vm_03040,cluster_00004,host_00068
vm_03041,cluster_00016,host_00269
vm_03042,cluster_00002,host_00044
vm_03043,cluster_00007,host_00118
vm_03044,cluster_00017,host_00278
vm_03045,cluster_00012,host_00198
vm_03046,cluster_00004,host_00070
vm_03047,cluster_00012,host_00205
vm_03048,cluster_00004,host_00067
vm_03049,cluster_00016,host_00269
vm_03050,cluster_00007,host_00124
vm_03051,cluster_00002,host_00033
vm_03052,cluster_00014,host_00226
vm_03053,cluster_00012,host_00207
vm_03054,cluster_00006,host_00108
vm_03055,cluster_00018,host_00303
vm_03056,cluster_00003,host_00052
vm_03057,cluster_00015,host_00241
vm_03058,cluster_00012,host_00193
vm_03059,cluster_00010,host_00162
vm_03060,cluster_00009,host_00150
vm_03061,cluster_00013,host_00219
vm_03062,cluster_00017,host_00278
vm_03063,cluster_00015,host_00243
vm_03064,cluster_00014,host_00233
vm_03065,cluster_00005,host_00082
vm_03066,cluster_00013,host_00220
vm_03067,cluster_00007,host_00115
vm_03068,cluster_00006,host_00107
vm_03069,cluster_00005,host_00092
vm_03070,cluster_00005,host_00085
vm_03071,cluster_00001,host_00030
vm_03072,cluster_00019,host_00312
vm_03073,cluster_00002,host_00036
vm_03074,cluster_00009,host_00153
vm_03075,cluster_00002,host_00039
vm_03076,cluster_00009,host_00148
vm_03077,cluster_00004,host_00067
vm_03078,cluster_00015,host_00255
vm_03079,cluster_00012,host_00204
vm_03080,cluster_00007,host_00112
vm_03081,cluster_00003,host_00059
vm_03082,cluster_00011,host_00179
vm_03083,cluster_00016,host_00269
vm_03084,cluster_00005,host_00084
vm_03085,cluster_00010,host_00161
vm_03086,cluster_00019,host_00313
vm_03087,cluster_00012,host_00199
vm_03088,cluster_00012,host_00194
vm_03089,cluster_00003,host_00055
vm_03090,cluster_00008,host_00139
vm_03091,cluster_00017,host_00278
vm_03092,cluster_00013,host_00220
vm_03093,cluster_00001,host_00021
vm_03094,cluster_00002,host_00047
vm_03095,cluster_00018,host_00297
vm_03096,cluster_00013,host_00220
vm_03097,cluster_00000,host_00011
vm_03098,cluster_00003,host_00048
vm_03099,cluster_00001,host_00019
vm_03100,cluster_00009,host_00157
vm_03101,cluster_00012,host_00192
vm_03102,cluster_00009,host_00144
vm_03103,cluster_00005,host_00086
